#1
double t_data(1345,15)  # dry weather influent data t	S.O2	S.I	S.S	S.NH	S.N2	S.NO	S.ALK	X.I	X.S	X.H	X.A	X.STO	X.SS	Q
3.458E+00	0.000E+00	3.000E+01	1.190E+02	4.925E+01	0.000E+00	0.000E+00	7.000E+00	7.332E+01	1.835E+02	2.854E+01	0.000E+00	0.000E+00	2.140E+02	3.093E+04
3.469E+00	0.000E+00	3.000E+01	1.121E+02	4.574E+01	0.000E+00	0.000E+00	7.000E+00	8.198E+01	2.069E+02	3.210E+01	0.000E+00	0.000E+00	2.408E+02	3.072E+04
3.479E+00	0.000E+00	3.000E+01	1.025E+02	4.086E+01	0.000E+00	0.000E+00	7.000E+00	8.995E+01	2.269E+02	3.520E+01	0.000E+00	0.000E+00	2.640E+02	3.074E+04
3.490E+00	0.000E+00	3.000E+01	9.481E+01	3.903E+01	0.000E+00	0.000E+00	7.000E+00	9.589E+01	2.438E+02	3.775E+01	0.000E+00	0.000E+00	2.831E+02	3.054E+04
3.500E+00	0.000E+00	3.000E+01	8.838E+01	3.685E+01	0.000E+00	0.000E+00	7.000E+00	9.909E+01	2.599E+02	3.989E+01	0.000E+00	0.000E+00	2.992E+02	2.979E+04
3.510E+00	0.000E+00	3.000E+01	8.129E+01	3.425E+01	0.000E+00	0.000E+00	7.000E+00	9.186E+01	2.825E+02	4.160E+01	0.000E+00	0.000E+00	3.120E+02	2.611E+04
3.521E+00	0.000E+00	3.000E+01	7.577E+01	3.216E+01	0.000E+00	0.000E+00	7.000E+00	9.075E+01	2.938E+02	4.273E+01	0.000E+00	0.000E+00	3.205E+02	2.498E+04
3.531E+00	0.000E+00	3.000E+01	7.037E+01	3.078E+01	0.000E+00	0.000E+00	7.000E+00	8.780E+01	2.928E+02	4.229E+01	0.000E+00	0.000E+00	3.172E+02	2.435E+04
3.542E+00	0.000E+00	3.000E+01	6.828E+01	2.980E+01	0.000E+00	0.000E+00	7.000E+00	8.534E+01	2.896E+02	4.166E+01	0.000E+00	0.000E+00	3.125E+02	2.398E+04
3.552E+00	0.000E+00	3.000E+01	6.703E+01	2.924E+01	0.000E+00	0.000E+00	7.000E+00	8.302E+01	2.861E+02	4.101E+01	0.000E+00	0.000E+00	3.076E+02	2.366E+04
3.563E+00	0.000E+00	3.000E+01	6.677E+01	2.852E+01	0.000E+00	0.000E+00	7.000E+00	7.696E+01	2.866E+02	4.040E+01	0.000E+00	0.000E+00	3.030E+02	2.207E+04
3.573E+00	0.000E+00	3.000E+01	6.708E+01	2.796E+01	0.000E+00	0.000E+00	7.000E+00	8.199E+01	2.763E+02	3.981E+01	0.000E+00	0.000E+00	2.986E+02	2.413E+04
3.583E+00	0.000E+00	3.000E+01	6.809E+01	2.813E+01	0.000E+00	0.000E+00	7.000E+00	7.752E+01	2.712E+02	3.874E+01	0.000E+00	0.000E+00	2.906E+02	2.335E+04
3.594E+00	0.000E+00	3.000E+01	6.872E+01	2.755E+01	0.000E+00	0.000E+00	7.000E+00	7.533E+01	2.733E+02	3.874E+01	0.000E+00	0.000E+00	2.905E+02	2.260E+04
3.604E+00	0.000E+00	3.000E+01	6.831E+01	2.746E+01	0.000E+00	0.000E+00	7.000E+00	7.167E+01	2.735E+02	3.836E+01	0.000E+00	0.000E+00	2.877E+02	2.158E+04
3.615E+00	0.000E+00	3.000E+01	6.517E+01	2.646E+01	0.000E+00	0.000E+00	7.000E+00	6.957E+01	2.703E+02	3.777E+01	0.000E+00	0.000E+00	2.833E+02	2.123E+04
3.625E+00	0.000E+00	3.000E+01	6.165E+01	2.618E+01	0.000E+00	0.000E+00	7.000E+00	6.800E+01	2.644E+02	3.693E+01	0.000E+00	0.000E+00	2.770E+02	2.122E+04
3.635E+00	0.000E+00	3.000E+01	5.976E+01	2.629E+01	0.000E+00	0.000E+00	7.000E+00	6.497E+01	2.605E+02	3.616E+01	0.000E+00	0.000E+00	2.712E+02	2.062E+04
3.646E+00	0.000E+00	3.000E+01	5.895E+01	2.679E+01	0.000E+00	0.000E+00	7.000E+00	6.446E+01	2.554E+02	3.554E+01	0.000E+00	0.000E+00	2.666E+02	2.085E+04
3.656E+00	0.000E+00	3.000E+01	5.939E+01	2.729E+01	0.000E+00	0.000E+00	7.000E+00	6.153E+01	2.518E+02	3.482E+01	0.000E+00	0.000E+00	2.611E+02	2.023E+04
3.667E+00	0.000E+00	3.000E+01	6.021E+01	2.712E+01	0.000E+00	0.000E+00	7.000E+00	5.978E+01	2.491E+02	3.432E+01	0.000E+00	0.000E+00	2.574E+02	1.989E+04
3.677E+00	0.000E+00	3.000E+01	6.243E+01	2.742E+01	0.000E+00	0.000E+00	7.000E+00	5.761E+01	2.454E+02	3.366E+01	0.000E+00	0.000E+00	2.525E+02	1.949E+04
3.688E+00	0.000E+00	3.000E+01	6.587E+01	2.833E+01	0.000E+00	0.000E+00	7.000E+00	5.485E+01	2.423E+02	3.301E+01	0.000E+00	0.000E+00	2.476E+02	1.882E+04
3.698E+00	0.000E+00	3.000E+01	6.562E+01	2.828E+01	0.000E+00	0.000E+00	7.000E+00	5.280E+01	2.382E+02	3.234E+01	0.000E+00	0.000E+00	2.425E+02	1.844E+04
3.708E+00	0.000E+00	3.000E+01	6.400E+01	2.771E+01	0.000E+00	0.000E+00	7.000E+00	5.058E+01	2.333E+02	3.155E+01	0.000E+00	0.000E+00	2.366E+02	1.805E+04
3.719E+00	0.000E+00	3.000E+01	5.954E+01	2.669E+01	0.000E+00	0.000E+00	7.000E+00	4.893E+01	2.281E+02	3.078E+01	0.000E+00	0.000E+00	2.308E+02	1.786E+04
3.729E+00	0.000E+00	3.000E+01	5.834E+01	2.657E+01	0.000E+00	0.000E+00	7.000E+00	4.752E+01	2.226E+02	3.002E+01	0.000E+00	0.000E+00	2.251E+02	1.778E+04
3.740E+00	0.000E+00	3.000E+01	5.734E+01	2.662E+01	0.000E+00	0.000E+00	7.000E+00	4.828E+01	2.158E+02	2.934E+01	0.000E+00	0.000E+00	2.200E+02	1.861E+04
3.750E+00	0.000E+00	3.000E+01	5.869E+01	2.746E+01	0.000E+00	0.000E+00	7.000E+00	5.420E+01	2.045E+02	2.875E+01	0.000E+00	0.000E+00	2.156E+02	2.181E+04
3.760E+00	0.000E+00	3.000E+01	6.047E+01	2.833E+01	0.000E+00	0.000E+00	7.000E+00	5.202E+01	2.048E+02	2.854E+01	0.000E+00	0.000E+00	2.141E+02	2.097E+04
3.771E+00	0.000E+00	3.000E+01	6.325E+01	2.927E+01	0.000E+00	0.000E+00	7.000E+00	5.496E+01	2.100E+02	2.944E+01	0.000E+00	0.000E+00	2.208E+02	2.156E+04
3.781E+00	0.000E+00	3.000E+01	6.237E+01	3.063E+01	0.000E+00	0.000E+00	7.000E+00	5.335E+01	2.146E+02	2.977E+01	0.000E+00	0.000E+00	2.233E+02	2.056E+04
3.792E+00	0.000E+00	3.000E+01	6.222E+01	3.059E+01	0.000E+00	0.000E+00	7.000E+00	5.137E+01	2.209E+02	3.025E+01	0.000E+00	0.000E+00	2.269E+02	1.931E+04
3.802E+00	0.000E+00	3.000E+01	6.201E+01	2.816E+01	0.000E+00	0.000E+00	7.000E+00	4.628E+01	2.263E+02	3.028E+01	0.000E+00	0.000E+00	2.271E+02	1.704E+04
3.813E+00	0.000E+00	3.000E+01	6.641E+01	2.980E+01	0.000E+00	0.000E+00	7.000E+00	4.759E+01	2.216E+02	2.991E+01	0.000E+00	0.000E+00	2.243E+02	1.788E+04
3.823E+00	0.000E+00	3.000E+01	6.719E+01	2.982E+01	0.000E+00	0.000E+00	7.000E+00	5.347E+01	2.064E+02	2.887E+01	0.000E+00	0.000E+00	2.165E+02	2.136E+04
3.833E+00	0.000E+00	3.000E+01	6.847E+01	3.030E+01	0.000E+00	0.000E+00	7.000E+00	5.531E+01	2.003E+02	2.840E+01	0.000E+00	0.000E+00	2.130E+02	2.264E+04
3.844E+00	0.000E+00	3.000E+01	7.189E+01	3.213E+01	0.000E+00	0.000E+00	7.000E+00	5.670E+01	2.063E+02	2.922E+01	0.000E+00	0.000E+00	2.191E+02	2.254E+04
3.854E+00	0.000E+00	3.000E+01	7.564E+01	3.377E+01	0.000E+00	0.000E+00	7.000E+00	6.245E+01	2.095E+02	3.022E+01	0.000E+00	0.000E+00	2.266E+02	2.423E+04
3.865E+00	0.000E+00	3.000E+01	7.744E+01	3.430E+01	0.000E+00	0.000E+00	7.000E+00	5.624E+01	2.222E+02	3.094E+01	0.000E+00	0.000E+00	2.320E+02	2.091E+04
3.875E+00	0.000E+00	3.000E+01	8.008E+01	3.564E+01	0.000E+00	0.000E+00	7.000E+00	5.333E+01	2.357E+02	3.212E+01	0.000E+00	0.000E+00	2.409E+02	1.881E+04
3.885E+00	0.000E+00	3.000E+01	8.260E+01	3.606E+01	0.000E+00	0.000E+00	7.000E+00	5.716E+01	2.297E+02	3.188E+01	0.000E+00	0.000E+00	2.391E+02	2.058E+04
3.896E+00	0.000E+00	3.000E+01	8.384E+01	3.593E+01	0.000E+00	0.000E+00	7.000E+00	6.755E+01	2.118E+02	3.104E+01	0.000E+00	0.000E+00	2.328E+02	2.568E+04
3.906E+00	0.000E+00	3.000E+01	8.422E+01	3.545E+01	0.000E+00	0.000E+00	7.000E+00	6.245E+01	2.174E+02	3.110E+01	0.000E+00	0.000E+00	2.332E+02	2.344E+04
3.917E+00	0.000E+00	3.000E+01	8.338E+01	3.570E+01	0.000E+00	0.000E+00	7.000E+00	6.537E+01	2.309E+02	3.292E+01	0.000E+00	0.000E+00	2.469E+02	2.314E+04
3.927E+00	0.000E+00	3.000E+01	8.200E+01	3.563E+01	0.000E+00	0.000E+00	7.000E+00	6.745E+01	2.336E+02	3.345E+01	0.000E+00	0.000E+00	2.509E+02	2.355E+04
3.938E+00	0.000E+00	3.000E+01	8.014E+01	3.538E+01	0.000E+00	0.000E+00	7.000E+00	6.145E+01	2.429E+02	3.382E+01	0.000E+00	0.000E+00	2.536E+02	2.090E+04
3.948E+00	0.000E+00	3.000E+01	7.775E+01	3.494E+01	0.000E+00	0.000E+00	7.000E+00	7.556E+01	2.331E+02	3.429E+01	0.000E+00	0.000E+00	2.572E+02	2.604E+04
3.958E+00	0.000E+00	3.000E+01	7.562E+01	3.414E+01	0.000E+00	0.000E+00	7.000E+00	7.123E+01	2.323E+02	3.372E+01	0.000E+00	0.000E+00	2.529E+02	2.483E+04
3.969E+00	0.000E+00	3.000E+01	7.187E+01	3.270E+01	0.000E+00	0.000E+00	7.000E+00	7.212E+01	2.449E+02	3.523E+01	0.000E+00	0.000E+00	2.642E+02	2.397E+04
3.979E+00	0.000E+00	3.000E+01	6.946E+01	3.147E+01	0.000E+00	0.000E+00	7.000E+00	7.167E+01	2.511E+02	3.586E+01	0.000E+00	0.000E+00	2.690E+02	2.331E+04
3.990E+00	0.000E+00	3.000E+01	6.750E+01	3.068E+01	0.000E+00	0.000E+00	7.000E+00	7.011E+01	2.546E+02	3.608E+01	0.000E+00	0.000E+00	2.706E+02	2.258E+04
4.000E+00	0.000E+00	3.000E+01	6.363E+01	3.025E+01	0.000E+00	0.000E+00	7.000E+00	6.421E+01	2.603E+02	3.606E+01	0.000E+00	0.000E+00	2.704E+02	2.041E+04
4.010E+00	0.000E+00	3.000E+01	6.167E+01	3.021E+01	0.000E+00	0.000E+00	7.000E+00	6.376E+01	2.585E+02	3.581E+01	0.000E+00	0.000E+00	2.686E+02	2.041E+04
4.021E+00	0.000E+00	3.000E+01	6.172E+01	3.105E+01	0.000E+00	0.000E+00	7.000E+00	5.075E+01	2.267E+02	3.083E+01	0.000E+00	0.000E+00	2.312E+02	1.862E+04
4.031E+00	0.000E+00	3.000E+01	6.216E+01	3.167E+01	0.000E+00	0.000E+00	7.000E+00	4.925E+01	2.232E+02	3.027E+01	0.000E+00	0.000E+00	2.270E+02	1.836E+04
4.042E+00	0.000E+00	3.000E+01	6.458E+01	3.316E+01	0.000E+00	0.000E+00	7.000E+00	4.764E+01	2.198E+02	2.972E+01	0.000E+00	0.000E+00	2.229E+02	1.804E+04
4.052E+00	0.000E+00	3.000E+01	6.785E+01	3.512E+01	0.000E+00	0.000E+00	7.000E+00	4.530E+01	2.162E+02	2.906E+01	0.000E+00	0.000E+00	2.179E+02	1.745E+04
4.063E+00	0.000E+00	3.000E+01	7.214E+01	3.787E+01	0.000E+00	0.000E+00	7.000E+00	4.533E+01	2.218E+02	2.968E+01	0.000E+00	0.000E+00	2.226E+02	1.703E+04
4.073E+00	0.000E+00	3.000E+01	7.247E+01	3.787E+01	0.000E+00	0.000E+00	7.000E+00	4.250E+01	2.149E+02	2.860E+01	0.000E+00	0.000E+00	2.145E+02	1.648E+04
4.083E+00	0.000E+00	3.000E+01	6.976E+01	3.685E+01	0.000E+00	0.000E+00	7.000E+00	3.950E+01	2.085E+02	2.756E+01	0.000E+00	0.000E+00	2.067E+02	1.578E+04
4.094E+00	0.000E+00	3.000E+01	6.750E+01	3.647E+01	0.000E+00	0.000E+00	7.000E+00	3.855E+01	2.024E+02	2.678E+01	0.000E+00	0.000E+00	2.008E+02	1.586E+04
4.104E+00	0.000E+00	3.000E+01	6.284E+01	3.439E+01	0.000E+00	0.000E+00	7.000E+00	3.706E+01	1.974E+02	2.605E+01	0.000E+00	0.000E+00	1.954E+02	1.564E+04
4.115E+00	0.000E+00	3.000E+01	6.224E+01	3.468E+01	0.000E+00	0.000E+00	7.000E+00	3.289E+01	1.916E+02	2.495E+01	0.000E+00	0.000E+00	1.871E+02	1.425E+04
4.125E+00	0.000E+00	3.000E+01	5.374E+01	3.207E+01	0.000E+00	0.000E+00	7.000E+00	2.946E+01	1.839E+02	2.371E+01	0.000E+00	0.000E+00	1.778E+02	1.323E+04
4.135E+00	0.000E+00	3.000E+01	5.445E+01	2.990E+01	0.000E+00	0.000E+00	7.000E+00	2.668E+01	1.754E+02	2.245E+01	0.000E+00	0.000E+00	1.684E+02	1.251E+04
4.146E+00	0.000E+00	3.000E+01	5.007E+01	2.707E+01	0.000E+00	0.000E+00	7.000E+00	2.433E+01	1.668E+02	2.124E+01	0.000E+00	0.000E+00	1.593E+02	1.195E+04
4.156E+00	0.000E+00	3.000E+01	4.635E+01	2.470E+01	0.000E+00	0.000E+00	7.000E+00	2.210E+01	1.582E+02	2.004E+01	0.000E+00	0.000E+00	1.503E+02	1.137E+04
4.167E+00	0.000E+00	3.000E+01	4.436E+01	2.339E+01	0.000E+00	0.000E+00	7.000E+00	2.208E+01	1.511E+02	1.924E+01	0.000E+00	0.000E+00	1.443E+02	1.197E+04
4.177E+00	0.000E+00	3.000E+01	4.258E+01	2.220E+01	0.000E+00	0.000E+00	7.000E+00	2.041E+01	1.450E+02	1.838E+01	0.000E+00	0.000E+00	1.379E+02	1.147E+04
4.188E+00	0.000E+00	3.000E+01	4.000E+01	2.032E+01	0.000E+00	0.000E+00	7.000E+00	2.010E+01	1.396E+02	1.775E+01	0.000E+00	0.000E+00	1.331E+02	1.177E+04
4.198E+00	0.000E+00	3.000E+01	4.039E+01	2.054E+01	0.000E+00	0.000E+00	7.000E+00	2.143E+01	1.367E+02	1.757E+01	0.000E+00	0.000E+00	1.317E+02	1.293E+04
4.208E+00	0.000E+00	3.000E+01	4.078E+01	2.072E+01	0.000E+00	0.000E+00	7.000E+00	1.994E+01	1.342E+02	1.712E+01	0.000E+00	0.000E+00	1.284E+02	1.220E+04
4.219E+00	0.000E+00	3.000E+01	4.047E+01	2.075E+01	0.000E+00	0.000E+00	7.000E+00	2.098E+01	1.323E+02	1.703E+01	0.000E+00	0.000E+00	1.277E+02	1.309E+04
4.229E+00	0.000E+00	3.000E+01	4.084E+01	2.066E+01	0.000E+00	0.000E+00	7.000E+00	2.138E+01	1.318E+02	1.703E+01	0.000E+00	0.000E+00	1.277E+02	1.341E+04
4.240E+00	0.000E+00	3.000E+01	4.047E+01	2.061E+01	0.000E+00	0.000E+00	7.000E+00	2.133E+01	1.316E+02	1.700E+01	0.000E+00	0.000E+00	1.275E+02	1.340E+04
4.250E+00	0.000E+00	3.000E+01	4.051E+01	2.054E+01	0.000E+00	0.000E+00	7.000E+00	1.940E+01	1.300E+02	1.660E+01	0.000E+00	0.000E+00	1.245E+02	1.225E+04
4.260E+00	0.000E+00	3.000E+01	4.052E+01	2.044E+01	0.000E+00	0.000E+00	7.000E+00	1.907E+01	1.276E+02	1.629E+01	0.000E+00	0.000E+00	1.222E+02	1.228E+04
4.271E+00	0.000E+00	3.000E+01	4.031E+01	2.040E+01	0.000E+00	0.000E+00	7.000E+00	1.783E+01	1.248E+02	1.585E+01	0.000E+00	0.000E+00	1.189E+02	1.167E+04
4.281E+00	0.000E+00	3.000E+01	4.012E+01	2.016E+01	0.000E+00	0.000E+00	7.000E+00	1.777E+01	1.223E+02	1.556E+01	0.000E+00	0.000E+00	1.167E+02	1.190E+04
4.292E+00	0.000E+00	3.000E+01	4.005E+01	2.003E+01	0.000E+00	0.000E+00	7.000E+00	1.720E+01	1.201E+02	1.525E+01	0.000E+00	0.000E+00	1.144E+02	1.171E+04
4.302E+00	0.000E+00	3.000E+01	4.034E+01	2.000E+01	0.000E+00	0.000E+00	7.000E+00	1.711E+01	1.182E+02	1.503E+01	0.000E+00	0.000E+00	1.127E+02	1.184E+04
4.313E+00	0.000E+00	3.000E+01	4.058E+01	2.010E+01	0.000E+00	0.000E+00	7.000E+00	1.740E+01	1.171E+02	1.495E+01	0.000E+00	0.000E+00	1.121E+02	1.219E+04
4.323E+00	0.000E+00	3.000E+01	4.089E+01	2.040E+01	0.000E+00	0.000E+00	7.000E+00	1.801E+01	1.171E+02	1.501E+01	0.000E+00	0.000E+00	1.126E+02	1.267E+04
4.333E+00	0.000E+00	3.000E+01	4.117E+01	2.082E+01	0.000E+00	0.000E+00	7.000E+00	1.802E+01	1.173E+02	1.504E+01	0.000E+00	0.000E+00	1.128E+02	1.265E+04
4.344E+00	0.000E+00	3.000E+01	4.186E+01	2.117E+01	0.000E+00	0.000E+00	7.000E+00	1.776E+01	1.172E+02	1.500E+01	0.000E+00	0.000E+00	1.125E+02	1.246E+04
4.354E+00	0.000E+00	3.000E+01	4.242E+01	2.161E+01	0.000E+00	0.000E+00	7.000E+00	1.888E+01	1.180E+02	1.521E+01	0.000E+00	0.000E+00	1.141E+02	1.322E+04
4.365E+00	0.000E+00	3.000E+01	4.395E+01	2.214E+01	0.000E+00	0.000E+00	7.000E+00	1.988E+01	1.199E+02	1.553E+01	0.000E+00	0.000E+00	1.165E+02	1.373E+04
4.375E+00	0.000E+00	3.000E+01	4.877E+01	2.468E+01	0.000E+00	0.000E+00	7.000E+00	2.476E+01	1.226E+02	1.637E+01	0.000E+00	0.000E+00	1.228E+02	1.683E+04
4.385E+00	0.000E+00	3.000E+01	5.989E+01	2.966E+01	0.000E+00	0.000E+00	7.000E+00	2.638E+01	1.306E+02	1.744E+01	0.000E+00	0.000E+00	1.308E+02	1.683E+04
4.396E+00	0.000E+00	3.000E+01	7.146E+01	3.425E+01	0.000E+00	0.000E+00	7.000E+00	3.620E+01	1.412E+02	1.971E+01	0.000E+00	0.000E+00	1.479E+02	2.115E+04
4.406E+00	0.000E+00	3.000E+01	8.001E+01	3.794E+01	0.000E+00	0.000E+00	7.000E+00	4.750E+01	1.569E+02	2.271E+01	0.000E+00	0.000E+00	1.703E+02	2.456E+04
4.417E+00	0.000E+00	3.000E+01	9.490E+01	4.340E+01	0.000E+00	0.000E+00	7.000E+00	5.126E+01	1.742E+02	2.505E+01	0.000E+00	0.000E+00	1.879E+02	2.395E+04
4.427E+00	0.000E+00	3.000E+01	1.058E+02	4.661E+01	0.000E+00	0.000E+00	7.000E+00	6.094E+01	1.892E+02	2.779E+01	0.000E+00	0.000E+00	2.084E+02	2.590E+04
4.438E+00	0.000E+00	3.000E+01	1.152E+02	4.925E+01	0.000E+00	0.000E+00	7.000E+00	7.100E+01	2.054E+02	3.072E+01	0.000E+00	0.000E+00	2.304E+02	2.749E+04
4.448E+00	0.000E+00	3.000E+01	1.200E+02	5.000E+01	0.000E+00	0.000E+00	7.000E+00	8.312E+01	2.202E+02	3.370E+01	0.000E+00	0.000E+00	2.527E+02	2.955E+04
4.458E+00	0.000E+00	3.000E+01	1.190E+02	4.925E+01	0.000E+00	0.000E+00	7.000E+00	9.030E+01	2.365E+02	3.631E+01	0.000E+00	0.000E+00	2.723E+02	2.983E+04
4.469E+00	0.000E+00	3.000E+01	1.121E+02	4.574E+01	0.000E+00	0.000E+00	7.000E+00	9.577E+01	2.507E+02	3.850E+01	0.000E+00	0.000E+00	2.887E+02	2.984E+04
4.479E+00	0.000E+00	3.000E+01	1.025E+02	4.086E+01	0.000E+00	0.000E+00	7.000E+00	9.921E+01	2.627E+02	4.022E+01	0.000E+00	0.000E+00	3.016E+02	2.956E+04
4.490E+00	0.000E+00	3.000E+01	9.481E+01	3.903E+01	0.000E+00	0.000E+00	7.000E+00	8.971E+01	2.755E+02	4.058E+01	0.000E+00	0.000E+00	3.044E+02	2.614E+04
4.500E+00	0.000E+00	3.000E+01	8.838E+01	3.685E+01	0.000E+00	0.000E+00	7.000E+00	8.582E+01	2.785E+02	4.049E+01	0.000E+00	0.000E+00	3.036E+02	2.493E+04
4.510E+00	0.000E+00	3.000E+01	8.129E+01	3.425E+01	0.000E+00	0.000E+00	7.000E+00	8.538E+01	2.772E+02	4.028E+01	0.000E+00	0.000E+00	3.021E+02	2.493E+04
4.521E+00	0.000E+00	3.000E+01	7.577E+01	3.216E+01	0.000E+00	0.000E+00	7.000E+00	8.132E+01	2.767E+02	3.978E+01	0.000E+00	0.000E+00	2.983E+02	2.392E+04
4.531E+00	0.000E+00	3.000E+01	7.037E+01	3.078E+01	0.000E+00	0.000E+00	7.000E+00	8.083E+01	2.759E+02	3.964E+01	0.000E+00	0.000E+00	2.973E+02	2.386E+04
4.542E+00	0.000E+00	3.000E+01	6.828E+01	2.980E+01	0.000E+00	0.000E+00	7.000E+00	7.035E+01	2.753E+02	3.841E+01	0.000E+00	0.000E+00	2.881E+02	2.109E+04
4.552E+00	0.000E+00	3.000E+01	6.703E+01	2.924E+01	0.000E+00	0.000E+00	7.000E+00	8.233E+01	2.688E+02	3.901E+01	0.000E+00	0.000E+00	2.926E+02	2.480E+04
4.563E+00	0.000E+00	3.000E+01	6.677E+01	2.852E+01	0.000E+00	0.000E+00	7.000E+00	8.089E+01	2.714E+02	3.914E+01	0.000E+00	0.000E+00	2.936E+02	2.422E+04
4.573E+00	0.000E+00	3.000E+01	6.708E+01	2.796E+01	0.000E+00	0.000E+00	7.000E+00	7.576E+01	2.722E+02	3.866E+01	0.000E+00	0.000E+00	2.900E+02	2.279E+04
4.583E+00	0.000E+00	3.000E+01	6.809E+01	2.813E+01	0.000E+00	0.000E+00	7.000E+00	7.217E+01	2.699E+02	3.801E+01	0.000E+00	0.000E+00	2.851E+02	2.198E+04
4.594E+00	0.000E+00	3.000E+01	6.872E+01	2.755E+01	0.000E+00	0.000E+00	7.000E+00	6.236E+01	2.662E+02	3.651E+01	0.000E+00	0.000E+00	2.738E+02	1.944E+04
4.604E+00	0.000E+00	3.000E+01	6.831E+01	2.746E+01	0.000E+00	0.000E+00	7.000E+00	5.479E+01	2.563E+02	3.456E+01	0.000E+00	0.000E+00	2.592E+02	1.781E+04
4.615E+00	0.000E+00	3.000E+01	6.517E+01	2.646E+01	0.000E+00	0.000E+00	7.000E+00	7.218E+01	2.483E+02	3.561E+01	0.000E+00	0.000E+00	2.670E+02	2.370E+04
4.625E+00	0.000E+00	3.000E+01	6.165E+01	2.618E+01	0.000E+00	0.000E+00	7.000E+00	6.638E+01	2.523E+02	3.541E+01	0.000E+00	0.000E+00	2.655E+02	2.166E+04
4.635E+00	0.000E+00	3.000E+01	5.976E+01	2.629E+01	0.000E+00	0.000E+00	7.000E+00	6.105E+01	2.509E+02	3.466E+01	0.000E+00	0.000E+00	2.599E+02	2.015E+04
4.646E+00	0.000E+00	3.000E+01	5.895E+01	2.679E+01	0.000E+00	0.000E+00	7.000E+00	6.336E+01	2.470E+02	3.449E+01	0.000E+00	0.000E+00	2.587E+02	2.116E+04
4.656E+00	0.000E+00	3.000E+01	5.939E+01	2.729E+01	0.000E+00	0.000E+00	7.000E+00	5.094E+01	2.446E+02	3.284E+01	0.000E+00	0.000E+00	2.463E+02	1.735E+04
4.667E+00	0.000E+00	3.000E+01	6.021E+01	2.712E+01	0.000E+00	0.000E+00	7.000E+00	4.674E+01	2.339E+02	3.118E+01	0.000E+00	0.000E+00	2.339E+02	1.665E+04
4.677E+00	0.000E+00	3.000E+01	6.243E+01	2.742E+01	0.000E+00	0.000E+00	7.000E+00	4.942E+01	2.252E+02	3.051E+01	0.000E+00	0.000E+00	2.288E+02	1.826E+04
4.688E+00	0.000E+00	3.000E+01	6.587E+01	2.833E+01	0.000E+00	0.000E+00	7.000E+00	4.831E+01	2.207E+02	2.989E+01	0.000E+00	0.000E+00	2.241E+02	1.822E+04
4.698E+00	0.000E+00	3.000E+01	6.562E+01	2.828E+01	0.000E+00	0.000E+00	7.000E+00	4.884E+01	2.182E+02	2.968E+01	0.000E+00	0.000E+00	2.226E+02	1.861E+04
4.708E+00	0.000E+00	3.000E+01	6.400E+01	2.771E+01	0.000E+00	0.000E+00	7.000E+00	4.690E+01	2.162E+02	2.924E+01	0.000E+00	0.000E+00	2.193E+02	1.806E+04
4.719E+00	0.000E+00	3.000E+01	5.954E+01	2.669E+01	0.000E+00	0.000E+00	7.000E+00	4.500E+01	2.132E+02	2.869E+01	0.000E+00	0.000E+00	2.152E+02	1.758E+04
4.729E+00	0.000E+00	3.000E+01	5.834E+01	2.657E+01	0.000E+00	0.000E+00	7.000E+00	4.338E+01	2.085E+02	2.799E+01	0.000E+00	0.000E+00	2.099E+02	1.734E+04
4.740E+00	0.000E+00	3.000E+01	5.734E+01	2.662E+01	0.000E+00	0.000E+00	7.000E+00	4.359E+01	2.058E+02	2.771E+01	0.000E+00	0.000E+00	2.078E+02	1.764E+04
4.750E+00	0.000E+00	3.000E+01	5.869E+01	2.746E+01	0.000E+00	0.000E+00	7.000E+00	4.347E+01	2.040E+02	2.750E+01	0.000E+00	0.000E+00	2.062E+02	1.774E+04
4.760E+00	0.000E+00	3.000E+01	6.047E+01	2.833E+01	0.000E+00	0.000E+00	7.000E+00	4.317E+01	2.025E+02	2.730E+01	0.000E+00	0.000E+00	2.048E+02	1.775E+04
4.771E+00	0.000E+00	3.000E+01	6.325E+01	2.927E+01	0.000E+00	0.000E+00	7.000E+00	4.286E+01	2.013E+02	2.713E+01	0.000E+00	0.000E+00	2.034E+02	1.773E+04
4.781E+00	0.000E+00	3.000E+01	6.237E+01	3.063E+01	0.000E+00	0.000E+00	7.000E+00	5.343E+01	2.023E+02	2.842E+01	0.000E+00	0.000E+00	2.131E+02	2.174E+04
4.792E+00	0.000E+00	3.000E+01	6.222E+01	3.059E+01	0.000E+00	0.000E+00	7.000E+00	5.360E+01	2.088E+02	2.916E+01	0.000E+00	0.000E+00	2.187E+02	2.118E+04
4.802E+00	0.000E+00	3.000E+01	6.201E+01	2.816E+01	0.000E+00	0.000E+00	7.000E+00	5.349E+01	2.130E+02	2.961E+01	0.000E+00	0.000E+00	2.221E+02	2.075E+04
4.813E+00	0.000E+00	3.000E+01	6.641E+01	2.980E+01	0.000E+00	0.000E+00	7.000E+00	5.542E+01	2.161E+02	3.017E+01	0.000E+00	0.000E+00	2.263E+02	2.116E+04
4.823E+00	0.000E+00	3.000E+01	6.719E+01	2.982E+01	0.000E+00	0.000E+00	7.000E+00	4.696E+01	2.181E+02	2.945E+01	0.000E+00	0.000E+00	2.209E+02	1.793E+04
