#1
double t_data(1345,16)	#t	S.O2	S.I	S.S	S.NH	S.N2	S.NO	S.ALK	X.I	X.S	X.H	X.A	X.STO	X.SS	S.P	Q
7.667	0	30	60.21	27.12	0	0	7	48.59	232.1	31.18	0	0	233.9	8.255	17440
7.677	0	30	62.43	27.42	0	0	7	51.67	222.9	30.51	0	0	228.8	8.443	19250
7.688	0	30	65.87	28.33	0	0	7	50.5	218.5	29.89	0	0	224.1	8.786	19200
7.698	0	30	65.62	28.28	0	0	7	51.12	215.9	29.68	0	0	222.6	8.754	19640
7.708	0	30	64	27.71	0	0	7	49	214.1	29.24	0	0	219.3	8.559	19010
7.719	0	30	59.54	26.69	0	0	7	46.94	211.3	28.69	0	0	215.2	8.085	18480
7.729	0	30	58.34	26.57	0	0	7	45.21	206.6	27.99	0	0	209.9	7.953	18210
7.74	0	30	57.34	26.62	0	0	7	45.48	203.9	27.71	0	0	207.8	7.865	18550
7.75	0	30	58.69	27.46	0	0	7	45.37	202.1	27.5	0	0	206.2	8.041	18670
7.76	0	30	60.47	28.33	0	0	7	45.06	200.7	27.3	0	0	204.8	8.256	18670
7.771	0	30	63.25	29.27	0	0	7	44.73	199.4	27.13	0	0	203.4	8.56	18650
7.781	0	30	62.37	30.63	0	0	7	56.42	199.3	28.42	0	0	213.1	8.64	23140
7.792	0	30	62.22	30.59	0	0	7	56.52	205.9	29.16	0	0	218.7	8.647	22510
7.802	0	30	62.01	28.16	0	0	7	56.34	210.2	29.61	0	0	222.1	8.442	22030
7.813	0	30	66.41	29.8	0	0	7	58.43	213.1	30.17	0	0	226.3	8.962	22490
7.823	0	30	67.19	29.82	0	0	7	49.05	216	29.45	0	0	220.9	9.007	18880
7.833	0	30	68.47	30.3	0	0	7	53.24	212.9	29.57	0	0	221.8	9.157	20670
7.844	0	30	71.89	32.13	0	0	7	63.45	213.7	30.79	0	0	230.9	9.633	24150
7.854	0	30	75.64	33.77	0	0	7	60.41	220	31.16	0	0	233.7	10.094	22520
7.865	0	30	77.44	34.3	0	0	7	61.91	222.3	31.58	0	0	236.9	10.302	22800
7.875	0	30	80.08	35.64	0	0	7	59.52	224.9	31.6	0	0	237	10.634	21780
7.885	0	30	82.6	36.06	0	0	7	51.65	225.1	30.75	0	0	230.6	10.852	19070
7.896	0	30	83.84	35.93	0	0	7	72.08	220.7	32.53	0	0	244	11	26210
7.906	0	30	84.22	35.45	0	0	7	68.09	229.8	33.1	0	0	248.2	11.01	24100
7.917	0	30	83.38	35.7	0	0	7	65.82	233.3	33.24	0	0	249.3	10.964	23070
7.927	0	30	82	35.63	0	0	7	63.99	234.5	33.17	0	0	248.8	10.841	22390
7.938	0	30	80.14	35.38	0	0	7	49.15	234.2	31.48	0	0	236.1	10.613	17480
7.948	0	30	77.75	34.94	0	0	7	72.37	225.6	33.11	0	0	248.3	10.429	25810
7.958	0	30	75.62	34.14	0	0	7	66.46	233.6	33.34	0	0	250	10.192	23250
7.969	0	30	71.87	32.7	0	0	7	69.61	234.9	33.84	0	0	253.8	9.775	24100
7.979	0	30	69.46	31.47	0	0	7	64.95	237.9	33.65	0	0	252.4	9.464	22400
7.99	0	30	67.5	30.68	0	0	7	57.16	237.3	32.72	0	0	245.4	9.207	19960
8	0	30	63.63	30.25	0	0	7	51.27	232.3	31.51	0	0	236.3	8.811	18360
8.01	0	30	61.67	30.21	0	0	7	50.52	225.6	30.68	0	0	230.1	8.618	18620
8.021	0	30	61.72	31.05	0	0	7	50.62	220.8	30.16	0	0	226.2	8.675	19050
8.031	0	30	62.16	31.67	0	0	7	62.57	217.9	31.17	0	0	233.8	8.796	23430
8.042	0	30	64.58	33.16	0	0	7	59.62	222.7	31.36	0	0	235.2	9.127	22010
8.052	0	30	67.85	35.12	0	0	7	63.86	223.8	31.96	0	0	239.7	9.582	23310
8.063	0	30	72.14	37.87	0	0	7	64.28	226.9	32.35	0	0	242.7	10.181	23160
8.073	0	30	72.47	37.87	0	0	7	41.49	228.3	29.98	0	0	224.8	10.134	15120
8.083	0	30	69.76	36.85	0	0	7	39.67	215.5	28.36	0	0	212.7	9.773	15320
8.094	0	30	67.5	36.47	0	0	7	37.97	206	27.11	0	0	203.3	9.514	15340
8.104	0	30	62.84	34.39	0	0	7	35.13	198	25.9	0	0	194.2	8.913	14750
8.115	0	30	62.24	34.68	0	0	7	32.71	190.1	24.75	0	0	185.7	8.852	14290
8.125	0	30	53.74	32.07	0	0	7	27.94	184.1	23.56	0	0	176.7	7.889	12480
8.135	0	30	54.45	29.9	0	0	7	26.39	173.9	22.25	0	0	166.9	7.726	12480
8.146	0	30	50.07	27.07	0	0	7	22.94	164.6	20.83	0	0	156.2	7.081	11350
8.156	0	30	46.35	24.7	0	0	7	21.1	155.1	19.58	0	0	146.9	6.535	11040
8.167	0	30	44.36	23.39	0	0	7	19.02	146.3	18.37	0	0	137.8	6.221	10470
8.177	0	30	42.58	22.2	0	0	7	17.21	137.7	17.21	0	0	129.1	5.937	10000
8.188	0	30	40	20.32	0	0	7	18.18	131.3	16.61	0	0	124.6	5.547	11260
8.198	0	30	40.39	20.54	0	0	7	16.34	126	15.82	0	0	118.6	5.573	10440
8.208	0	30	40.78	20.72	0	0	7	16.41	121.2	15.29	0	0	114.7	5.604	10980
8.219	0	30	40.47	20.75	0	0	7	16.3	117.8	14.9	0	0	111.7	5.568	11250
8.229	0	30	40.84	20.66	0	0	7	16.59	115.5	14.68	0	0	110.1	5.585	11740
8.24	0	30	40.47	20.61	0	0	7	16.1	113.6	14.41	0	0	108.1	5.541	11560
8.25	0	30	40.51	20.54	0	0	7	16.61	112.3	14.33	0	0	107.4	5.536	12120
8.26	0	30	40.52	20.44	0	0	7	17.14	112.1	14.36	0	0	107.7	5.53	12580
8.271	0	30	40.31	20.4	0	0	7	15.53	110.9	14.05	0	0	105.4	5.5	11400
8.281	0	30	40.12	20.16	0	0	7	15.32	109.1	13.82	0	0	103.7	5.456	11450
8.292	0	30	40.05	20.03	0	0	7	15.97	108.3	13.81	0	0	103.5	5.439	12090
8.302	0	30	40.34	20	0	0	7	16.4	108.5	13.87	0	0	104	5.463	12430
8.313	0	30	40.58	20.1	0	0	7	15.2	107.8	13.67	0	0	102.5	5.485	11500
8.323	0	30	40.89	20.4	0	0	7	15.31	106.8	13.57	0	0	101.7	5.533	11720
8.333	0	30	41.17	20.82	0	0	7	15.26	106.1	13.49	0	0	101.2	5.588	11750
8.344	0	30	41.86	21.17	0	0	7	14.84	105.3	13.35	0	0	100.1	5.671	11490
8.354	0	30	42.42	21.61	0	0	7	16.53	106	13.61	0	0	102.1	5.763	12860
8.365	0	30	43.95	22.14	0	0	7	16.08	107	13.67	0	0	102.5	5.935	12350
8.375	0	30	48.77	24.68	0	0	7	15.94	107.2	13.68	0	0	102.6	6.55	12190
8.385	0	30	59.89	29.66	0	0	7	20.37	110.6	14.56	0	0	109.2	7.918	15330
8.396	0	30	71.46	34.25	0	0	7	34.1	121.9	17.33	0	0	130	9.352	22900
8.406	0	30	80.01	37.94	0	0	7	40.21	138.4	19.84	0	0	148.8	10.45	23690
8.417	0	30	94.9	43.4	0	0	7	47.04	154	22.33	0	0	167.5	12.224	24750
8.427	0	30	105.8	46.61	0	0	7	57.99	169.6	25.28	0	0	189.6	13.491	27250
8.438	0	30	115.2	49.25	0	0	7	70.3	186.6	28.55	0	0	214.1	14.599	29500
8.448	0	30	120	50	0	0	7	84.78	204.2	32.11	0	0	240.8	15.174	31870
8.458	0	30	119	49.25	0	0	7	93.64	223.3	35.21	0	0	264.1	15.121	32130
8.469	0	30	112.1	45.74	0	0	7	99.8	240	37.76	0	0	283.2	14.337	31910
8.479	0	30	102.5	40.86	0	0	7	105.5	253.6	39.9	0	0	299.3	13.193	31930
8.49	0	30	94.81	39.03	0	0	7	109.4	265.1	41.61	0	0	312.1	12.458	31720
8.5	0	30	88.38	36.85	0	0	7	109.8	274.9	42.75	0	0	320.6	11.775	30930
8.51	0	30	81.29	34.25	0	0	7	96.36	284.4	42.3	0	0	317.3	10.953	27040
8.521	0	30	75.77	32.16	0	0	7	91.2	283.9	41.68	0	0	312.6	10.3	25840
8.531	0	30	70.37	30.78	0	0	7	87.72	281.5	41.03	0	0	307.7	9.715	25170
8.542	0	30	68.28	29.8	0	0	7	85.22	278.5	40.41	0	0	303.1	9.439	24780
8.552	0	30	67.03	29.24	0	0	7	82.97	275.5	39.83	0	0	298.7	9.27	24440
8.563	0	30	66.77	28.52	0	0	7	75.86	273	38.76	0	0	290.7	9.155	22760
8.573	0	30	67.08	27.96	0	0	7	82.17	266.6	38.75	0	0	290.6	9.134	24940
8.583	0	30	68.09	28.13	0	0	7	78.99	266.4	38.37	0	0	287.8	9.22	24110
8.594	0	30	68.72	27.55	0	0	7	75.53	264.5	37.78	0	0	283.4	9.207	23320
8.604	0	30	68.31	27.46	0	0	7	70.88	261.6	36.94	0	0	277.1	9.139	22250
8.615	0	30	65.17	26.46	0	0	7	68.39	257.2	36.17	0	0	271.3	8.769	21880
8.625	0	30	61.65	26.18	0	0	7	67.19	252.8	35.56	0	0	266.7	8.432	21860
8.635	0	30	59.76	26.29	0	0	7	64.18	249.3	34.83	0	0	261.2	8.262	21240
8.646	0	30	58.95	26.79	0	0	7	63.87	245.1	34.33	0	0	257.5	8.22	21470
8.656	0	30	59.39	27.29	0	0	7	61.01	242.1	33.67	0	0	252.6	8.278	20820
8.667	0	30	60.21	27.12	0	0	7	58.94	238.3	33.02	0	0	247.7	8.313	20460
8.677	0	30	62.43	27.42	0	0	7	56.69	234.4	32.35	0	0	242.6	8.501	20030
8.688	0	30	65.87	28.33	0	0	7	53.63	230.4	31.56	0	0	236.7	8.839	19330
8.698	0	30	65.62	28.28	0	0	7	51.41	225.7	30.79	0	0	230.9	8.789	18930
8.708	0	30	64	27.71	0	0	7	49.2	221.1	30.03	0	0	225.2	8.583	18510
8.719	0	30	59.54	26.69	0	0	7	47.66	216.5	29.35	0	0	220.1	8.105	18320
8.729	0	30	58.34	26.57	0	0	7	46.49	212.3	28.75	0	0	215.7	7.977	18220
8.74	0	30	57.34	26.62	0	0	7	48.05	208.9	28.55	0	0	214.1	7.891	19110
8.75	0	30	58.69	27.46	0	0	7	57.04	208	29.45	0	0	220.9	8.102	22490
8.76	0	30	60.47	28.33	0	0	7	55.7	212.3	29.78	0	0	223.4	8.333	21600
8.771	0	30	63.25	29.27	0	0	7	58.01	214.3	30.26	0	0	226.9	8.658	22230
8.781	0	30	62.37	30.63	0	0	7	55.67	217	30.29	0	0	227.2	8.699	21170
8.792	0	30	62.22	30.59	0	0	7	52.02	217.3	29.92	0	0	224.4	8.671	19850
8.802	0	30	62.01	28.16	0	0	7	45.02	214.9	28.88	0	0	216.6	8.419	17450
8.813	0	30	66.41	29.8	0	0	7	46.17	209.5	28.41	0	0	213.1	8.907	18340
8.823	0	30	67.19	29.82	0	0	7	55.57	207.5	29.23	0	0	219.2	9	22020
8.833	0	30	68.47	30.3	0	0	7	60.53	211.5	30.22	0	0	226.7	9.178	23370
8.844	0	30	71.89	32.13	0	0	7	61.74	216.8	30.95	0	0	232.1	9.638	23270
8.854	0	30	75.64	33.77	0	0	7	68.39	220.7	32.13	0	0	240.9	10.124	25050
8.865	0	30	77.44	34.3	0	0	7	59.49	227.5	31.89	0	0	239.2	10.311	21540
8.875	0	30	80.08	35.64	0	0	7	52.76	226.7	31.05	0	0	232.9	10.616	19320
8.885	0	30	82.6	36.06	0	0	7	57.21	222.8	31.11	0	0	233.3	10.864	21190
8.896	0	30	83.84	35.93	0	0	7	73.91	222.5	32.93	0	0	247	11.012	26590
8.906	0	30	84.22	35.45	0	0	7	69.17	232	33.47	0	0	251	11.021	24230
8.917	0	30	83.38	35.7	0	0	7	69.1	235.4	33.83	0	0	253.7	10.982	23900
8.927	0	30	82	35.63	0	0	7	71.2	237.5	34.3	0	0	257.3	10.876	24340
8.938	0	30	80.14	35.38	0	0	7	62.9	240.7	33.73	0	0	253	10.684	21530
8.948	0	30	77.75	34.94	0	0	7	80.11	237	35.24	0	0	264.3	10.495	26980
8.958	0	30	75.62	34.14	0	0	7	78.1	244.8	35.88	0	0	269.1	10.271	25690
8.969	0	30	71.87	32.7	0	0	7	76.1	248.7	36.09	0	0	270.7	9.845	24780
8.979	0	30	69.46	31.47	0	0	7	74.18	250.5	36.07	0	0	270.5	9.54	24090
8.99	0	30	67.5	30.68	0	0	7	71.58	250.8	35.82	0	0	268.7	9.304	23310
9	0	30	63.63	30.25	0	0	7	63.66	250	34.86	0	0	261.4	8.916	21020
9.01	0	30	61.67	30.21	0	0	7	62.39	245.1	34.16	0	0	256.2	8.727	21010
9.021	0	30	61.72	31.05	0	0	7	52.9	229.8	31.42	0	0	235.6	8.715	19120
9.031	0	30	62.16	31.67	0	0	7	52.25	230.4	31.41	0	0	235.6	8.804	18850
9.042	0	30	64.58	33.16	0	0	7	50.48	226.9	30.82	0	0	231.1	9.11	18510
9.052	0	30	67.85	35.12	0	0	7	48.16	224.2	30.26	0	0	227	9.529	17890
9.063	0	30	72.14	37.87	0	0	7	46.3	221.1	29.71	0	0	222.8	10.098	17450
9.073	0	30	72.47	37.87	0	0	7	43.99	217.5	29.05	0	0	217.9	10.105	16860
9.083	0	30	69.76	36.85	0	0	7	43.27	223.7	29.67	0	0	222.5	9.814	16120
9.094	0	30	67.5	36.47	0	0	7	41.9	215.4	28.59	0	0	214.5	9.56	16210
9.104	0	30	62.84	34.39	0	0	7	39.87	208.1	27.55	0	0	206.6	8.965	15970
9.115	0	30	62.24	34.68	0	0	7	35.79	205.1	26.77	0	0	200.8	8.915	14490
9.125	0	30	53.74	32.07	0	0	7	32.73	201.7	26.04	0	0	195.3	7.967	13420
9.135	0	30	54.45	29.9	0	0	7	29.92	194.5	24.94	0	0	187.1	7.81	12660
9.146	0	30	50.07	27.07	0	0	7	27.36	185.9	23.7	0	0	177.7	7.17	12060
9.156	0	30	46.35	24.7	0	0	7	24.89	177.1	22.45	0	0	168.4	6.625	11450
9.167	0	30	44.36	23.39	0	0	7	24.55	166.5	21.23	0	0	159.2	6.311	12080
9.177	0	30	42.58	22.2	0	0	7	22.37	157.9	20.03	0	0	150.2	6.026	11550
9.188	0	30	40	20.32	0	0	7	21.95	151.2	19.24	0	0	144.3	5.629	11880
9.198	0	30	40.39	20.54	0	0	7	22.65	142.8	18.38	0	0	137.8	5.653	13100
9.208	0	30	40.78	20.72	0	0	7	20.84	138.9	17.74	0	0	133.1	5.68	12320
9.219	0	30	40.47	20.75	0	0	7	21.87	136.2	17.56	0	0	131.7	5.652	13270
9.229	0	30	40.84	20.66	0	0	7	21.76	132.3	17.12	0	0	128.4	5.661	13610
9.24	0	30	40.47	20.61	0	0	7	21.63	131.6	17.03	0	0	127.7	5.623	13600
9.25	0	30	40.51	20.54	0	0	7	20.06	133.1	17.02	0	0	127.7	5.621	12380
9.26	0	30	40.52	20.44	0	0	7	20.06	132.9	16.99	0	0	127.4	5.613	12410
9.271	0	30	40.31	20.4	0	0	7	18.79	130.5	16.59	0	0	124.4	5.579	11770
9.281	0	30	40.12	20.16	0	0	7	18.74	127.9	16.29	0	0	122.2	5.533	12010
9.292	0	30	40.05	20.03	0	0	7	17.99	124.6	15.85	0	0	118.9	5.503	11810
9.302	0	30	40.34	20	0	0	7	17.84	122.2	15.56	0	0	116.7	5.516	11950
9.313	0	30	40.58	20.1	0	0	7	17.9	119.4	15.25	0	0	114.4	5.535	12320
9.323	0	30	40.89	20.4	0	0	7	18.22	117.1	15.03	0	0	112.7	5.579	12830
9.333	0	30	41.17	20.82	0	0	7	18.09	116.4	14.95	0	0	112.1	5.634	12800
9.344	0	30	41.86	21.17	0	0	7	17.94	117.1	15.01	0	0	112.6	5.723	12600
9.354	0	30	42.42	21.61	0	0	7	18.88	116.5	15.04	0	0	112.8	5.808	13410
9.365	0	30	43.95	22.14	0	0	7	19.44	115.5	15	0	0	112.5	5.977	13950
9.375	0	30	48.77	24.68	0	0	7	23.46	113.4	15.21	0	0	114	6.598	17240
9.385	0	30	59.89	29.66	0	0	7	23.95	115.8	15.53	0	0	116.5	7.948	17230
9.396	0	30	71.46	34.25	0	0	7	30.86	116.5	16.37	0	0	122.8	9.322	21800
9.406	0	30	80.01	37.94	0	0	7	37.61	119.4	17.44	0	0	130.8	10.375	25420
9.417	0	30	94.9	43.4	0	0	7	41.55	135.8	19.71	0	0	147.8	12.142	24780
9.427	0	30	105.8	46.61	0	0	7	51.38	152.9	22.7	0	0	170.3	13.41	26840
9.438	0	30	115.2	49.25	0	0	7	59.83	165.6	25.04	0	0	187.8	14.489	28520
9.448	0	30	120	50	0	0	7	70.93	179.1	27.78	0	0	208.4	15.038	30710
9.458	0	30	119	49.25	0	0	7	79.07	197.3	30.71	0	0	230.3	14.98	31000
9.469	0	30	112.1	45.74	0	0	7	86.77	216.4	33.69	0	0	252.7	14.21	31010
9.479	0	30	102.5	40.86	0	0	7	92.68	234	36.29	0	0	272.2	13.08	30710
9.49	0	30	94.81	39.03	0	0	7	87.82	258.5	38.48	0	0	288.6	12.359	27090
9.5	0	30	88.38	36.85	0	0	7	87.88	273.9	40.2	0	0	301.5	11.695	25810
9.51	0	30	81.29	34.25	0	0	7	88.66	276.4	40.57	0	0	304.3	10.899	25810
9.521	0	30	75.77	32.16	0	0	7	85.23	279	40.47	0	0	303.5	10.262	24750
9.531	0	30	70.37	30.78	0	0	7	84.59	277.8	40.27	0	0	302	9.691	24680
9.542	0	30	68.28	29.8	0	0	7	74.79	283.1	39.76	0	0	298.2	9.418	21750
9.552	0	30	67.03	29.24	0	0	7	86.22	270.4	39.62	0	0	297.2	9.264	25680
9.563	0	30	66.77	28.52	0	0	7	81.77	263.8	38.39	0	0	287.9	9.143	25060
9.573	0	30	67.08	27.96	0	0	7	78.64	272.4	39	0	0	292.5	9.142	23550
9.583	0	30	68.09	28.13	0	0	7	76.38	275.8	39.13	0	0	293.5	9.244	22690
9.594	0	30	68.72	27.55	0	0	7	67.64	280.2	38.65	0	0	289.9	9.234	20000
9.604	0	30	68.31	27.46	0	0	7	61.56	280.4	38	0	0	285	9.172	18270
9.615	0	30	65.17	26.46	0	0	7	76.21	252.3	36.5	0	0	273.7	8.779	24510
9.625	0	30	61.65	26.18	0	0	7	66.56	244.4	34.55	0	0	259.1	8.401	22350
9.635	0	30	59.76	26.29	0	0	7	64.3	256	35.59	0	0	266.9	8.286	20760
9.646	0	30	58.95	26.79	0	0	7	66.78	251.8	35.39	0	0	265.5	8.254	21820
9.656	0	30	59.39	27.29	0	0	7	54.87	256.9	34.65	0	0	259.8	8.309	17790
9.667	0	30	60.21	27.12	0	0	7	52.7	257.6	34.48	0	0	258.6	8.358	17050
9.677	0	30	62.43	27.42	0	0	7	54.39	241.1	32.83	0	0	246.2	8.516	18760
9.688	0	30	65.87	28.33	0	0	7	51.53	229	31.17	0	0	233.8	8.827	18710
9.698	0	30	65.62	28.28	0	0	7	51.38	223.1	30.5	0	0	228.8	8.78	19130
9.708	0	30	64	27.71	0	0	7	49	219.9	29.88	0	0	224.1	8.579	18540
9.719	0	30	59.54	26.69	0	0	7	47.53	219.5	29.67	0	0	222.5	8.115	18030
9.729	0	30	58.34	26.57	0	0	7	46.26	216.8	29.23	0	0	219.2	7.992	17770
9.74	0	30	57.34	26.62	0	0	7	46.09	212.1	28.68	0	0	215.1	7.895	18090
9.75	0	30	58.69	27.46	0	0	7	45.19	206.6	27.98	0	0	209.8	8.056	18210
9.76	0	30	60.47	28.33	0	0	7	44.76	204.6	27.7	0	0	207.8	8.268	18210
9.771	0	30	63.25	29.27	0	0	7	44.38	203	27.49	0	0	206.2	8.571	18190
9.781	0	30	62.37	30.63	0	0	7	52.75	192.9	27.29	0	0	204.7	8.605	22440
9.792	0	30	62.22	30.59	0	0	7	51.2	192.9	27.12	0	0	203.4	8.583	21840
9.802	0	30	62.01	28.16	0	0	7	52.68	203	28.41	0	0	213.1	8.405	21390
9.813	0	30	66.41	29.8	0	0	7	55	207.4	29.15	0	0	218.6	8.931	21820
9.823	0	30	67.19	29.82	0	0	7	48.26	218.2	29.61	0	0	222	9.012	18400
9.833	0	30	68.47	30.3	0	0	7	53.02	218.4	30.16	0	0	226.2	9.176	20100
9.844	0	30	71.89	32.13	0	0	7	59.01	206	29.44	0	0	220.8	9.591	23390
9.854	0	30	75.64	33.77	0	0	7	55.83	210.2	29.56	0	0	221.7	10.044	21850
9.865	0	30	77.44	34.3	0	0	7	58.76	218.3	30.78	0	0	230.8	10.276	22120
9.875	0	30	80.08	35.64	0	0	7	57.2	223.1	31.15	0	0	233.6	10.619	21150
9.885	0	30	82.6	36.06	0	0	7	51.9	232.3	31.57	0	0	236.8	10.878	18580
9.896	0	30	83.84	35.93	0	0	7	67.95	216.4	31.59	0	0	236.9	10.97	25350
9.906	0	30	84.22	35.45	0	0	7	61.49	215.1	30.74	0	0	230.5	10.935	23340
9.917	0	30	83.38	35.7	0	0	7	62.7	230	32.52	0	0	243.9	10.942	22370
9.927	0	30	82	35.63	0	0	7	62.18	235.6	33.09	0	0	248.1	10.838	21730
9.938	0	30	80.14	35.38	0	0	7	50.88	248.2	33.23	0	0	249.2	10.668	17080
9.948	0	30	77.75	34.94	0	0	7	70.38	228.1	33.16	0	0	248.7	10.43	24970
9.958	0	30	75.62	34.14	0	0	7	61.07	222.2	31.47	0	0	236.1	10.133	22540
9.969	0	30	71.87	32.7	0	0	7	66.22	231.6	33.1	0	0	248.2	9.752	23340
9.979	0	30	69.46	31.47	0	0	7	62.66	237.3	33.33	0	0	249.9	9.454	21740
9.99	0	30	67.5	30.68	0	0	7	57.74	246.7	33.82	0	0	253.7	9.241	19430
10	0	30	63.63	30.25	0	0	7	53.61	249.1	33.64	0	0	252.3	8.877	17920
10.01	0	30	61.67	30.21	0	0	7	52.71	241.6	32.71	0	0	245.3	8.682	18160
10.02	0	30	61.72	31.05	0	0	7	51.72	231.7	31.5	0	0	236.2	8.717	18560
10.03	0	30	62.16	31.67	0	0	7	59.92	216.1	30.67	0	0	230	8.78	22710
10.04	0	30	64.58	33.16	0	0	7	55.85	215.5	30.15	0	0	226.1	9.089	21370
10.05	0	30	67.85	35.12	0	0	7	60.59	219.8	31.16	0	0	233.7	9.557	22600
10.06	0	30	72.14	37.87	0	0	7	60.64	221.6	31.35	0	0	235.2	10.149	22450
10.07	0	30	72.47	37.87	0	0	7	43.56	244	31.95	0	0	239.6	10.196	14850
10.08	0	30	69.76	36.85	0	0	7	44.55	246.5	32.34	0	0	242.6	9.898	15030
10.09	0	30	67.5	36.47	0	0	7	41.33	228.4	29.97	0	0	224.7	9.603	15060
10.1	0	30	62.84	34.39	0	0	7	37.91	217.2	28.35	0	0	212.6	8.99	14500
10.11	0	30	62.24	34.68	0	0	7	35.35	208.6	27.1	0	0	203.3	8.926	14060
10.13	0	30	53.74	32.07	0	0	7	30.44	202.6	25.89	0	0	194.2	7.962	12350
10.14	0	30	54.45	29.9	0	0	7	29.1	193.6	24.75	0	0	185.6	7.804	12340
10.15	0	30	50.07	27.07	0	0	7	25.81	186.2	23.56	0	0	176.7	7.166	11270
10.16	0	30	46.35	24.7	0	0	7	23.89	176.3	22.25	0	0	166.9	6.618	10980
10.17	0	30	44.36	23.39	0	0	7	21.53	165.9	20.83	0	0	156.2	6.298	10450
10.18	0	30	42.58	22.2	0	0	7	19.58	156.6	19.58	0	0	146.8	6.011	10000
10.19	0	30	40	20.32	0	0	7	20	145.3	18.37	0	0	137.7	5.602	11190
10.2	0	30	40.39	20.54	0	0	7	17.74	137.2	17.21	0	0	129.1	5.617	10410
10.21	0	30	40.78	20.72	0	0	7	17.76	131.7	16.61	0	0	124.6	5.645	10920
10.22	0	30	40.47	20.75	0	0	7	17.22	125.1	15.82	0	0	118.6	5.597	11180
10.23	0	30	40.84	20.66	0	0	7	17.18	120.5	15.29	0	0	114.7	5.604	11650
10.24	0	30	40.47	20.61	0	0	7	16.55	117.5	14.9	0	0	111.7	5.557	11480
10.25	0	30	40.51	20.54	0	0	7	16.89	115.2	14.67	0	0	110.1	5.547	12010
10.26	0	30	40.52	20.44	0	0	7	17.04	112.6	14.41	0	0	108.1	5.532	12440
10.27	0	30	40.31	20.4	0	0	7	15.75	113.2	14.33	0	0	107.4	5.508	11320
10.28	0	30	40.12	20.16	0	0	7	15.84	113.4	14.36	0	0	107.7	5.473	11370
10.29	0	30	40.05	20.03	0	0	7	16.14	110.3	14.05	0	0	105.4	5.446	11980
10.3	0	30	40.34	20	0	0	7	16.2	108.2	13.82	0	0	103.7	5.461	12300
10.31	0	30	40.58	20.1	0	0	7	15.28	109	13.81	0	0	103.5	5.489	11420
10.32	0	30	40.89	20.4	0	0	7	15.56	109.3	13.87	0	0	104	5.543	11620
10.33	0	30	41.17	20.82	0	0	7	15.36	107.6	13.67	0	0	102.5	5.594	11660
10.34	0	30	41.86	21.17	0	0	7	15	107.1	13.57	0	0	101.7	5.678	11410
10.35	0	30	42.42	21.61	0	0	7	16.23	105.2	13.49	0	0	101.2	5.759	12700
10.36	0	30	43.95	22.14	0	0	7	15.58	104.6	13.35	0	0	100.1	5.925	12220
10.38	0	30	48.77	24.68	0	0	7	15.73	106.8	13.61	0	0	102.1	6.548	12080
10.39	0	30	59.89	29.66	0	0	7	18.84	104.2	13.67	0	0	102.5	7.89	15040
10.4	0	30	71.46	34.25	0	0	7	26.21	96.95	13.68	0	0	102.6	9.238	22200
10.41	0	30	80.01	37.94	0	0	7	28.69	102.3	14.56	0	0	109.2	10.284	22950
10.42	0	30	94.9	43.4	0	0	7	35.46	120.5	17.33	0	0	130	12.068	23950
10.43	0	30	105.8	46.61	0	0	7	44.11	134.4	19.84	0	0	148.8	13.321	26310
10.44	0	30	115.2	49.25	0	0	7	53.22	147.7	22.33	0	0	167.5	14.404	28450
10.45	0	30	120	50	0	0	7	64.48	163	25.28	0	0	189.6	14.959	30680
10.46	0	30	119	49.25	0	0	7	73.32	183.5	28.54	0	0	214	14.912	30930
10.47	0	30	112.1	45.74	0	0	7	81.98	206.9	32.1	0	0	240.8	14.16	30720
10.48	0	30	102.5	40.86	0	0	7	89.95	226.9	35.2	0	0	264	13.045	30740
10.49	0	30	94.81	39.03	0	0	7	95.89	243.8	37.75	0	0	283.1	12.336	30540
10.5	0	30	88.38	36.85	0	0	7	99.09	259.9	39.89	0	0	299.2	11.685	29790
10.51	0	30	81.29	34.25	0	0	7	91.86	282.5	41.6	0	0	312	10.931	26110
10.52	0	30	75.77	32.16	0	0	7	90.75	293.8	42.73	0	0	320.5	10.333	24980
10.53	0	30	70.37	30.78	0	0	7	87.8	292.8	42.29	0	0	317.2	9.754	24350
10.54	0	30	68.28	29.8	0	0	7	85.34	289.6	41.66	0	0	312.5	9.478	23980
10.55	0	30	67.03	29.24	0	0	7	83.02	286.1	41.01	0	0	307.6	9.307	23660
10.56	0	30	66.77	28.52	0	0	7	76.96	286.6	40.4	0	0	303	9.206	22070
10.57	0	30	67.08	27.96	0	0	7	81.99	276.3	39.81	0	0	298.6	9.167	24130
10.58	0	30	68.09	28.13	0	0	7	77.52	271.2	38.74	0	0	290.6	9.232	23350
10.59	0	30	68.72	27.55	0	0	7	75.33	273.3	38.74	0	0	290.5	9.236	22600
10.6	0	30	68.31	27.46	0	0	7	71.67	273.5	38.36	0	0	287.7	9.183	21580
10.61	0	30	65.17	26.46	0	0	7	69.57	270.3	37.77	0	0	283.3	8.819	21230
10.63	0	30	61.65	26.18	0	0	7	68	264.4	36.93	0	0	277	8.476	21220
10.64	0	30	59.76	26.29	0	0	7	64.97	260.5	36.16	0	0	271.2	8.304	20620
10.65	0	30	58.95	26.79	0	0	7	64.46	255.4	35.54	0	0	266.6	8.258	20850
